0.1,1,0.00982800982801,0.615384615385
0.2,1,0.0143149284254,0.538461538462
0.3,1,0.017094017094,0.307692307692
0.4,1,0.0235294117647,0.307692307692
0.5,1,0.0248447204969,0.307692307692
0.6,1,0.025,0.307692307692
0.7,1,0.0405405405405,0.230769230769
0.8,1,0.0625,0.230769230769
0.9,1,0.0625,0.0769230769231
1.0,1,0.1,0.0769230769231
1.1,1,0.1,0.0769230769231
1.2,1,0.1,0.0769230769231
1.3,1,0.1,0.0769230769231
1.4,1,-1.0,0.0
1.5,1,-1.0,0.0
1.6,1,-1.0,0.0
1.7,1,-1.0,0.0
1.8,1,-1.0,0.0
1.9,1,-1.0,0.0
2.0,1,-1.0,0.0
2.1,1,-1.0,0.0
2.2,1,-1.0,0.0
2.3,1,-1.0,0.0
2.4,1,-1.0,0.0
2.5,1,-1.0,0.0
2.6,1,-1.0,0.0
2.7,1,-1.0,0.0
2.8,1,-1.0,0.0
2.9,1,-1.0,0.0
3.0,1,-1.0,0.0
3.1,1,-1.0,0.0
3.2,1,-1.0,0.0
3.3,1,-1.0,0.0
3.4,1,-1.0,0.0
3.5,1,-1.0,0.0
3.6,1,-1.0,0.0
3.7,1,-1.0,0.0
3.8,1,-1.0,0.0
3.9,1,-1.0,0.0
4.0,1,-1.0,0.0
4.1,1,-1.0,0.0
4.2,1,-1.0,0.0
4.3,1,-1.0,0.0
4.4,1,-1.0,0.0
4.5,1,-1.0,0.0
4.6,1,-1.0,0.0
4.7,1,-1.0,0.0
4.8,1,-1.0,0.0
4.9,1,-1.0,0.0
5.0,1,-1.0,0.0
