(0.1, 0.0011462631820265932, 1.0)
(0.2, 0.0011621444090748319, 0.92)
(0.30000000000000004, 0.0011653502524925548, 0.72)
(0.4, 0.0008387982308982766, 0.44)
(0.5, 0.000697350069735007, 0.32)
(0.6000000000000001, 0.0005616084465910367, 0.2)
(0.7000000000000001, 0.0003874467260751647, 0.12)
(0.8, 0.00028885037550548814, 0.08)
(0.9, 0.0003479471120389701, 0.08)
(1.0, 0.00017473353136466887, 0.04)
(1.1, 0.0002632964718272775, 0.04)
(1.2000000000000002, 0.00026595744680851064, 0.04)
(1.3, 0.00031625553447185326, 0.04)
(1.4000000000000001, 0.00040306328093510683, 0.04)
(1.5, 0.0004038772213247173, 0.04)
(1.6, 0.000500751126690035, 0.04)
(1.7000000000000002, 0.0006385696040868455, 0.04)
(1.8, 0.0006422607578676942, 0.04)
(1.9000000000000001, 0.0006451612903225806, 0.04)
(2.0, 0.0006451612903225806, 0.04)
(2.1, 0.0, 0.0)
(2.2, 0.0, 0.0)
(2.3000000000000003, 0.0, 0.0)
(2.4000000000000004, 0.0, 0.0)
(2.5, 0.0, 0.0)
(2.6, 0.0, 0.0)
(2.7, 0.0, 0.0)
(2.8000000000000003, 0.0, 0.0)
(2.9000000000000004, 0.0, 0.0)
(3.0, 0.0, 0.0)
(3.1, 0.0, 0.0)
(3.2, 0.0, 0.0)
(3.3000000000000003, 0.0, 0.0)
(3.4000000000000004, -1.0, 0.0)
(3.5, -1.0, 0.0)
(3.6, -1.0, 0.0)
(3.7, -1.0, 0.0)
(3.8000000000000003, -1.0, 0.0)
(3.9000000000000004, -1.0, 0.0)
(4.0, -1.0, 0.0)
(4.1000000000000005, -1.0, 0.0)
(4.2, -1.0, 0.0)
(4.3, -1.0, 0.0)
(4.4, -1.0, 0.0)
(4.5, -1.0, 0.0)
(4.6000000000000005, -1.0, 0.0)
(4.7, -1.0, 0.0)
(4.800000000000001, -1.0, 0.0)
(4.9, -1.0, 0.0)
(5.0, -1.0, 0.0)
