(0.1, 0.0009293680297397769, 0.5)
(0.2, 0.0007815552950371239, 0.3333333333333333)
(0.30000000000000004, 0.0009510223490252021, 0.3333333333333333)
(0.4, 0.0010204081632653062, 0.3333333333333333)
(0.5, 0.0011487650775416428, 0.3333333333333333)
(0.6000000000000001, 0.0012836970474967907, 0.3333333333333333)
(0.7000000000000001, 0.0007262164124909223, 0.16666666666666666)
(0.8, 0.0008084074373484236, 0.16666666666666666)
(0.9, 0.0008090614886731392, 0.16666666666666666)
(1.0, 0.0008090614886731392, 0.16666666666666666)
(1.1, 0.000946073793755913, 0.16666666666666666)
(1.2000000000000002, 0.000946073793755913, 0.16666666666666666)
(1.3, 0.0, 0.0)
(1.4000000000000001, 0.0, 0.0)
(1.5, 0.0, 0.0)
(1.6, 0.0, 0.0)
(1.7000000000000002, 0.0, 0.0)
(1.8, 0.0, 0.0)
(1.9000000000000001, 0.0, 0.0)
(2.0, 0.0, 0.0)
(2.1, 0.0, 0.0)
(2.2, 0.0, 0.0)
(2.3000000000000003, 0.0, 0.0)
(2.4000000000000004, 0.0, 0.0)
(2.5, 0.0, 0.0)
(2.6, 0.0, 0.0)
(2.7, 0.0, 0.0)
(2.8000000000000003, 0.0, 0.0)
(2.9000000000000004, 0.0, 0.0)
(3.0, 0.0, 0.0)
(3.1, 0.0, 0.0)
(3.2, 0.0, 0.0)
(3.3000000000000003, 0.0, 0.0)
(3.4000000000000004, 0.0, 0.0)
(3.5, 0.0, 0.0)
(3.6, 0.0, 0.0)
(3.7, 0.0, 0.0)
(3.8000000000000003, 0.0, 0.0)
(3.9000000000000004, 0.0, 0.0)
(4.0, 0.0, 0.0)
(4.1000000000000005, 0.0, 0.0)
(4.2, 0.0, 0.0)
(4.3, 0.0, 0.0)
(4.4, 0.0, 0.0)
(4.5, 0.0, 0.0)
(4.6000000000000005, 0.0, 0.0)
(4.7, 0.0, 0.0)
(4.800000000000001, 0.0, 0.0)
(4.9, 0.0, 0.0)
(5.0, 0.0, 0.0)
