(0.1, 0.0007135212272565109, 1.0)
(0.2, 0.00074757039621231, 1.0)
(0.30000000000000004, 0.0005375621556242441, 0.6666666666666666)
(0.4, 0.0005762028233938346, 0.6666666666666666)
(0.5, 0.0006156687702016315, 0.6666666666666666)
(0.6000000000000001, 0.0006977149834292691, 0.6666666666666666)
(0.7000000000000001, 0.0005755947812739831, 0.5)
(0.8, 0.000615637184485943, 0.5)
(0.9, 0.0006825938566552901, 0.5)
(1.0, 0.0006825938566552901, 0.5)
(1.1, 0.0009132420091324201, 0.5)
(1.2000000000000002, 0.0009151921903599756, 0.5)
(1.3, 0.0010013351134846463, 0.5)
(1.4000000000000001, 0.001282051282051282, 0.5)
(1.5, 0.001282051282051282, 0.5)
(1.6, 0.0015748031496062992, 0.5)
(1.7000000000000002, 0.00211118930330753, 0.5)
(1.8, 0.00211118930330753, 0.5)
(1.9000000000000001, 0.002112676056338028, 0.5)
(2.0, 0.002112676056338028, 0.5)
(2.1, 0.0016863406408094434, 0.16666666666666666)
(2.2, 0.0016863406408094434, 0.16666666666666666)
(2.3000000000000003, 0.001694915254237288, 0.16666666666666666)
(2.4000000000000004, 0.001697792869269949, 0.16666666666666666)
(2.5, 0.001697792869269949, 0.16666666666666666)
(2.6, 0.0, 0.0)
(2.7, 0.0, 0.0)
(2.8000000000000003, 0.0, 0.0)
(2.9000000000000004, 0.0, 0.0)
(3.0, 0.0, 0.0)
(3.1, 0.0, 0.0)
(3.2, 0.0, 0.0)
(3.3000000000000003, 0.0, 0.0)
(3.4000000000000004, -1.0, 0.0)
(3.5, -1.0, 0.0)
(3.6, -1.0, 0.0)
(3.7, -1.0, 0.0)
(3.8000000000000003, -1.0, 0.0)
(3.9000000000000004, -1.0, 0.0)
(4.0, -1.0, 0.0)
(4.1000000000000005, -1.0, 0.0)
(4.2, -1.0, 0.0)
(4.3, -1.0, 0.0)
(4.4, -1.0, 0.0)
(4.5, -1.0, 0.0)
(4.6000000000000005, -1.0, 0.0)
(4.7, -1.0, 0.0)
(4.800000000000001, -1.0, 0.0)
(4.9, -1.0, 0.0)
(5.0, -1.0, 0.0)
